8072,Aplicaciones de las Ciencias de la Computacion,3.5
6995,Lenguaje de Programacion 1,5
4628,Lenguaje de Programacion 2,5
5724,Lenguaje de Programacion 2,5
4919,Aplicaciones de las Ciencias de la Computacion,3.5
7344,Algoritmia,3.75
5527,Aplicaciones de las Ciencias de la Computacion,3.5
2000,Algoritmia,3.75
5775,Analisis de Datos,3
3508,Analisis de Datos,3
6038,Aplicaciones de las Ciencias de la Computacion,3.5
4628,Aplicaciones de las Ciencias de la Computacion,3.5
1325,Lenguaje de Programacion 2,5
5067,Aplicaciones de las Ciencias de la Computacion,3.5
2050,Algoritmia,3.75
6249,Lenguaje de Programacion 2,5
5527,Lenguaje de Programacion 1,5
7660,Fundamentos de Programacion,4
2447,Analisis de Datos,3
7030,Algoritmia,3.75
4285,Aplicaciones de las Ciencias de la Computacion,3.5
3508,Lenguaje de Programacion 2,5
5400,Lenguaje de Programacion 1,5
3745,Lenguaje de Programacion 1,5
1325,Lenguaje de Programacion 1,5
1260,Algoritmia,3.75
3627,Aplicaciones de las Ciencias de la Computacion,3.5
5778,Fundamentos de Programacion,4
3627,Lenguaje de Programacion 2,5
6517,Aplicaciones de las Ciencias de la Computacion,3.5
8383,Lenguaje de Programacion 1,5
8318,Fundamentos de Programacion,4
2501,Lenguaje de Programacion 2,5
2598,Lenguaje de Programacion 1,5
5494,Fundamentos de Programacion,4
9611,Lenguaje de Programacion 1,5
6490,Lenguaje de Programacion 2,5
5318,Lenguaje de Programacion 2,5
9958,Aplicaciones de las Ciencias de la Computacion,3.5
6490,Lenguaje de Programacion 1,5
6453,Fundamentos de Programacion,4
7316,Algoritmia,3.75
4712,Algoritmia,3.75
2000,Aplicaciones de las Ciencias de la Computacion,3.5
3249,Algoritmia,3.75
5724,Aplicaciones de las Ciencias de la Computacion,3.5
3249,Aplicaciones de las Ciencias de la Computacion,3.5
6929,Analisis de Datos,3
5763,Lenguaje de Programacion 2,5
6929,Lenguaje de Programacion 1,5
1155,Fundamentos de Programacion,4
2742,Fundamentos de Programacion,4
3627,Lenguaje de Programacion 1,5
4739,Lenguaje de Programacion 2,5
9437,Lenguaje de Programacion 2,5
1155,Analisis de Datos,3
5400,Aplicaciones de las Ciencias de la Computacion,3.5
3402,Lenguaje de Programacion 1,5
1397,Aplicaciones de las Ciencias de la Computacion,3.5
4569,Lenguaje de Programacion 2,5
9719,Algoritmia,3.75
4285,Algoritmia,3.75
5763,Algoritmia,3.75
9785,Lenguaje de Programacion 2,5
9437,Aplicaciones de las Ciencias de la Computacion,3.5
2360,Lenguaje de Programacion 2,5
5775,Lenguaje de Programacion 1,5
4919,Lenguaje de Programacion 1,5
4285,Lenguaje de Programacion 2,5
2000,Lenguaje de Programacion 2,5
3758,Lenguaje de Programacion 1,5
3373,Lenguaje de Programacion 1,5
6038,Lenguaje de Programacion 2,5
1260,Lenguaje de Programacion 2,5
3122,Fundamentos de Programacion,4
5067,Lenguaje de Programacion 1,5
2501,Lenguaje de Programacion 1,5
6015,Aplicaciones de las Ciencias de la Computacion,3.5
8320,Aplicaciones de las Ciencias de la Computacion,3.5
6015,Algoritmia,3.75
4712,Lenguaje de Programacion 1,5
8383,Lenguaje de Programacion 2,5
1748,Lenguaje de Programacion 1,5
1155,Lenguaje de Programacion 1,5
4918,Fundamentos de Programacion,4
6038,Lenguaje de Programacion 1,5
2360,Lenguaje de Programacion 1,5
2050,Lenguaje de Programacion 2,5
1247,Aplicaciones de las Ciencias de la Computacion,3.5
4918,Algoritmia,3.75
3758,Lenguaje de Programacion 2,5
7030,Lenguaje de Programacion 2,5
9153,Lenguaje de Programacion 2,5
5643,Lenguaje de Programacion 1,5
9707,Aplicaciones de las Ciencias de la Computacion,3.5
9958,Algoritmia,3.75
1247,Lenguaje de Programacion 2,5
2447,Algoritmia,3.75
7660,Lenguaje de Programacion 1,5
5318,Fundamentos de Programacion,4